trade_date,contract,open_price,close_price,change_price,change_percent,volume,settlement_price,open_interest,expiry_date
2017/6/14,SPF,2423,2423,-0.25,-0.01%,2,2428.75,2,201806
2017/6/15,SPF,2434,2431.75,-6,-0.25%,51,2431.75,438,201706
2017/6/15,SPF,-,-,-,-,0,2422.75,2,201806
2017/6/16,SPF,2434,2438,6.25,0.26%,20,2438,447,201706
2017/6/16,SPF,-,-,-,-,0,2429,2,201806
2017/6/19,SPF,-,-,-,-,0,2430.25,2,201806
2017/6/20,SPF,-,-,-,-,0,2443,2,201806
2017/6/21,SPF,-,-,-,-,0,2429,2,201806
2017/6/22,SPF,-,-,-,-,0,2427.25,2,201806
2017/6/23,SPF,-,-,-,-,0,2428.25,2,201806
2017/6/26,SPF,-,-,-,-,0,2430,2,201806
2017/6/27,SPF,-,-,-,-,0,2429.25,2,201806
2017/6/28,SPF,-,-,-,-,0,2411.75,2,201806
2017/6/29,SPF,-,-,-,-,0,2436.75,2,201806
2017/6/30,SPF,-,-,-,-,0,2414.25,2,201806
2017/7/3,SPF,-,-,-,-,0,2420,2,201806
2017/7/4,SPF,-,-,-,-,0,2417.5,2,201806
2017/7/5,SPF,-,-,-,-,0,2420,2,201806
2017/7/6,SPF,-,-,-,-,0,2420.5,2,201806
2017/7/7,SPF,-,-,-,-,0,2403.25,2,201806
2017/7/10,SPF,-,-,-,-,0,2421.5,2,201806
2017/7/11,SPF,-,-,-,-,0,2420.75,2,201806
2017/7/12,SPF,-,-,-,-,0,2417,2,201806
2017/7/13,SPF,-,-,-,-,0,2437,2,201806
2017/7/14,SPF,-,-,-,-,0,2439,2,201806
2017/7/17,SPF,-,-,-,-,0,2451.25,2,201806
2017/7/18,SPF,-,-,-,-,0,2450.5,2,201806
2017/7/19,SPF,-,-,-,-,0,2454,2,201806
2017/7/20,SPF,-,-,-,-,0,2464.75,2,201806
2017/7/21,SPF,-,-,-,-,0,2465,2,201806
2017/7/24,SPF,-,-,-,-,0,2459.5,2,201806
2017/7/25,SPF,-,-,-,-,0,2462,2,201806
2017/7/26,SPF,-,-,-,-,0,2467.5,2,201806
2017/7/27,SPF,-,-,-,-,0,2472.25,2,201806
2017/7/28,SPF,-,-,-,-,0,2458.5,2,201806
2017/7/31,SPF,-,-,-,-,0,2462,3,201806
2017/8/1,SPF,-,-,-,-,0,2467.5,3,201806
2017/8/2,SPF,-,-,-,-,0,2469.5,3,201806
2017/8/3,SPF,-,-,-,-,0,2465.5,3,201806
2017/8/4,SPF,-,-,-,-,0,2465.25,3,201806
2017/8/7,SPF,-,-,-,-,0,2471,3,201806
2017/8/8,SPF,-,-,-,-,0,2468.75,3,201806
2017/8/9,SPF,-,-,-,-,0,2460,3,201806
2017/8/10,SPF,-,-,-,-,0,2461.25,3,201806
2017/8/11,SPF,-,-,-,-,0,2429.25,3,201806
2017/8/14,SPF,-,-,-,-,0,2442,3,201806
2017/8/15,SPF,-,-,-,-,0,2462.75,3,201806
2017/8/16,SPF,-,-,-,-,0,2456.75,3,201806
2017/8/17,SPF,-,-,-,-,0,2459.25,3,201806
2017/8/18,SPF,2429,2429,-30.25,-1.23%,2,2423.5,1,201806
2017/8/21,SPF,-,-,-,-,0,2415,1,201806
2017/8/22,SPF,-,-,-,-,0,2423.5,1,201806
2017/8/23,SPF,-,-,-,-,0,2438,1,201806
2017/8/24,SPF,-,-,-,-,0,2429.5,1,201806
2017/8/25,SPF,-,-,-,-,0,2433,1,201806
2017/8/28,SPF,-,-,-,-,0,2429,1,201806
2017/8/29,SPF,-,-,-,-,0,2420.5,1,201806
2017/8/30,SPF,-,-,-,-,0,2439,1,201806
2017/8/31,SPF,-,-,-,-,0,2447,1,201806
2017/9/1,SPF,-,-,-,-,0,2460.5,1,201806
2017/9/4,SPF,-,-,-,-,0,2456,1,201806
2017/9/5,SPF,-,-,-,-,0,2459.25,1,201806
2017/9/6,SPF,-,-,-,-,0,2448.5,1,201806
2017/9/7,SPF,-,-,-,-,0,2450.25,1,201806
2017/9/8,SPF,-,-,-,-,0,2451.75,1,201806
2017/9/11,SPF,-,-,-,-,0,2463.5,1,201806
2017/9/12,SPF,-,-,-,-,0,2477.5,1,201806
2017/9/13,SPF,-,-,-,-,0,2483.75,1,201806
2017/9/14,SPF,-,-,-,-,0,2484,1,201806
2017/9/15,SPF,-,-,-,-,0,2485,1,201806
2017/9/18,SPF,-,-,-,-,0,2495.75,1,201806
2017/9/19,SPF,-,-,-,-,0,2495.5,1,201806
2017/9/20,SPF,-,-,-,-,0,2495.75,1,201806
2017/9/21,SPF,-,-,-,-,0,2495.75,1,201806
2017/9/22,SPF,-,-,-,-,0,2486.75,1,201806
2017/9/25,SPF,-,-,-,-,0,2489.5,1,201806
2017/9/26,SPF,-,-,-,-,0,2486.75,1,201806
2017/9/27,SPF,-,-,-,-,0,2489.5,1,201806
2017/9/28,SPF,-,-,-,-,0,2497,1,201806
2017/9/29,SPF,-,-,-,-,0,2499.75,1,201806
2017/9/30,SPF,-,-,-,-,0,2511.25,1,201806
2017/10/2,SPF,-,-,-,-,0,2511,1,201806
2017/10/3,SPF,-,-,-,-,0,2521,1,201806
2017/10/5,SPF,-,-,-,-,0,2528.5,1,201806
2017/10/6,SPF,-,-,-,-,0,2542.25,1,201806
2017/10/11,SPF,-,-,-,-,0,2541,1,201806
2017/10/12,SPF,-,-,-,-,0,2544,1,201806
2017/10/13,SPF,-,-,-,-,0,2542.25,1,201806
2017/10/16,SPF,-,-,-,-,0,2547.75,1,201806
2017/10/17,SPF,-,-,-,-,0,2547.25,1,201806
2017/10/18,SPF,-,-,-,-,0,2550.25,1,201806
2017/10/19,SPF,-,-,-,-,0,2551.25,1,201806
2017/10/20,SPF,-,-,-,-,0,2559.5,1,201806
2017/10/23,SPF,-,-,-,-,0,2566.25,1,201806
2017/10/24,SPF,-,-,-,-,0,2558.25,1,201806
2017/10/25,SPF,-,-,-,-,0,2554,1,201806
2017/10/26,SPF,-,-,-,-,0,2549.5,1,201806
2017/10/27,SPF,-,-,-,-,0,2555.5,1,201806
2017/10/30,SPF,-,-,-,-,0,2565.25,1,201806
2017/10/31,SPF,-,-,-,-,0,2562.25,1,201806
2017/11/1,SPF,-,-,-,-,0,2568.75,1,201806
2017/11/2,SPF,-,-,-,-,0,2561.75,1,201806
2017/11/3,SPF,-,-,-,-,0,2570.25,1,201806
2017/11/6,SPF,-,-,-,-,0,2571,1,201806
2017/11/7,SPF,-,-,-,-,0,2583.25,1,201806
2017/11/8,SPF,-,-,-,-,0,2576.25,1,201806
2017/11/9,SPF,-,-,-,-,0,2578.25,1,201806
2017/11/10,SPF,-,-,-,-,0,2576.5,1,201806
2017/11/13,SPF,2576.5,2576.5,0,0.00%,1,2573.75,1,201806
2017/11/14,SPF,-,-,-,-,0,2571.75,1,201806
2017/11/15,SPF,-,-,-,-,0,2564.25,1,201806
2017/11/16,SPF,-,-,-,-,0,2562.75,1,201806
2017/11/17,SPF,-,-,-,-,0,2575,1,201806
2017/11/20,SPF,-,-,-,-,0,2564,1,201806
2017/11/21,SPF,-,-,-,-,0,2575,1,201806
2017/11/22,SPF,-,-,-,-,0,2589,1,201806
2017/11/23,SPF,-,-,-,-,0,2587.25,1,201806
2017/11/24,SPF,-,-,-,-,0,2590,1,201806
2017/11/27,SPF,-,-,-,-,0,2590.5,1,201806
2017/11/28,SPF,-,-,-,-,0,2591.5,1,201806
2017/11/29,SPF,2625,2625,33.5,1.29%,1,2625,2,201806
2017/11/30,SPF,-,-,-,-,0,2625.5,2,201806
2017/12/1,SPF,-,-,-,-,0,2643,2,201806
2017/12/4,SPF,-,-,-,-,0,2658.75,2,201806
2017/12/5,SPF,-,-,-,-,0,2643.75,2,201806
2017/12/6,SPF,-,-,-,-,0,2624,2,201806
2017/12/7,SPF,-,-,-,-,0,2635.5,2,201806
2017/12/8,SPF,-,-,-,-,0,2643.25,2,201806
2017/12/11,SPF,-,-,-,-,0,2653.25,2,201806
2017/12/12,SPF,-,-,-,-,0,2663,2,201806
2017/12/13,SPF,-,-,-,-,0,2661.75,2,201806
2017/12/14,SPF,-,-,-,-,0,2667,2,201806
2017/12/15,SPF,2667,2667,0,0.00%,3,2658.5,2,201806
2017/12/18,SPF,2687.5,2689,30.5,1.15%,7,2689,7,201806
2017/12/19,SPF,-,-,-,-,0,2696.75,18,201806
2017/12/20,SPF,2691.75,2691.75,-5,-0.19%,3,2691.75,20,201806
2017/12/21,SPF,-,-,-,-,0,2684.75,21,201806
2017/12/22,SPF,-,-,-,-,0,2692.5,28,201806
2017/12/25,SPF,-,-,-,-,0,2691.25,25,201806
2017/12/26,SPF,2687.25,2687.25,-4,-0.15%,21,2687.25,43,201806
2017/12/27,SPF,-,-,-,-,0,2689.75,43,201806
2017/12/28,SPF,2688.75,2688.75,-1,-0.04%,1,2688.75,42,201806
2017/12/29,SPF,-,-,-,-,0,2690.25,42,201806
2018/1/2,SPF,2682.25,2682.25,-8,-0.30%,1,2682.25,37,201806
2018/1/3,SPF,-,-,-,-,0,2699.25,31,201806
2018/1/4,SPF,2712.75,2712.75,13.5,0.50%,1,2712.75,32,201806
2018/1/5,SPF,2727.75,2727.75,15,0.55%,1,2728.75,47,201806
2018/1/8,SPF,2748.75,2748.75,20,0.73%,1,2748.75,51,201806
2018/1/9,SPF,2749,2747.5,-1.25,-0.05%,2,2747.5,59,201806
2018/1/10,SPF,2752.5,2752.5,5,0.18%,1,2752.5,62,201806
2018/1/11,SPF,2751.75,2755.5,3,0.11%,37,2755.5,101,201806
2018/1/12,SPF,2770,2771.5,16,0.58%,3,2771.5,102,201806
2018/1/15,SPF,2797.5,2798.5,27,0.97%,6,2798.5,110,201806
2018/1/16,SPF,2796,2799,0.5,0.02%,5,2799,111,201806
2018/1/17,SPF,2786,2786,-13,-0.46%,1,2786,111,201806
2018/1/18,SPF,2809.75,2806.5,20.5,0.74%,61,2806.5,60,201806
2018/1/19,SPF,2802,2799,-7.5,-0.27%,3,2799,53,201806
2018/1/22,SPF,2812.25,2811.75,12.75,0.46%,4,2811.75,54,201806
2018/1/23,SPF,2840,2843,31.25,1.11%,33,2843,66,201806
2018/1/24,SPF,2845.5,2843.5,0.5,0.02%,8,2843.5,71,201806
2018/1/25,SPF,2845,2843.75,0.25,0.01%,28,2843.75,74,201806
2018/1/26,SPF,2847.25,2850.75,7,0.25%,2,2849,77,201806
2018/1/29,SPF,2882.25,2882.5,33.5,1.18%,8,2877,77,201806
2018/1/30,SPF,2861,2843.25,-33.75,-1.17%,53,2842.25,98,201806
2018/1/31,SPF,2831.5,2831.5,-10.75,-0.38%,24,2831.5,112,201806
2018/2/1,SPF,2836.5,2839.75,8.25,0.29%,46,2839.75,133,201806
2018/2/2,SPF,2821,2823,-16.75,-0.59%,8,2823,135,201806
2018/2/5,SPF,2747.5,2753,-70,-2.48%,11,2754.5,177,201806
2018/2/6,SPF,2621,2574,-180.5,-6.55%,63,2574,201,201806
2018/2/7,SPF,2695,2677.25,103.25,4.01%,201,2677.25,253,201806
2018/2/8,SPF,2668,2677,-0.25,-0.01%,118,2677,251,201806
2018/2/9,SPF,2606.25,2606,-71,-2.65%,55,2606,225,201806
2018/2/12,SPF,2615,2637,31,1.19%,53,2637,244,201806
2018/2/21,SPF,2720.75,2720.75,83.75,3.18%,3,2716,222,201806
2018/2/22,SPF,2698,2694.5,-21.5,-0.79%,69,2694.5,238,201806
2018/2/23,SPF,2719.5,2723,28.5,1.06%,110,2723,172,201806
2018/2/26,SPF,2752.5,2755.75,32.75,1.20%,51,2755.75,172,201806
2018/2/27,SPF,2788.75,2786.25,30.5,1.11%,35,2786.25,192,201806
2018/3/1,SPF,2725,2711,-75.25,-2.70%,232,2711,126,201806
2018/3/2,SPF,2688,2681.75,-29.25,-1.08%,132,2681.75,176,201806
2018/3/5,SPF,2688.5,2679.25,-2.5,-0.09%,36,2679.25,235,201806
2018/3/6,SPF,2724.75,2722.75,43.5,1.62%,18,2724,253,201806
2018/3/7,SPF,2693,2698,-26,-0.95%,104,2693,167,201806
2018/3/8,SPF,2728.75,2728,35,1.30%,9,2728,172,201806
2018/3/9,SPF,2746.25,2741.75,13.75,0.50%,49,2741.75,212,201806
2018/3/12,SPF,2798,2798.5,56.75,2.07%,22,2798.5,177,201806
2018/3/13,SPF,2788.75,2789.75,-8.75,-0.31%,7,2789.75,194,201806
2018/3/14,SPF,2769.75,2764.75,-25,-0.90%,21,2764.75,251,201806
2018/3/15,SPF,2748,2757,-7.75,-0.28%,72,2757,255,201806
2018/3/16,SPF,2754.25,2754.25,-2.75,-0.10%,42,2754.25,217,201806
2018/3/19,SPF,2752.25,2748.25,-6,-0.22%,87,2748.25,205,201806
2018/3/19,SPF,-,-,-,-,0,2770.5,0,201906
2018/3/20,SPF,2724,2724.75,-23.5,-0.86%,58,2724.75,254,201806
2018/3/20,SPF,-,-,-,-,0,2747,0,201906
2018/3/21,SPF,2721.25,2725.5,0.75,0.03%,6,2725.5,254,201806
2018/3/21,SPF,-,-,-,-,0,2747.75,0,201906
2018/3/22,SPF,2722.25,2723.5,-2,-0.07%,30,2723.5,262,201806
2018/3/22,SPF,-,-,-,-,0,2745.75,0,201906
2018/3/23,SPF,2635,2626,-97.5,-3.58%,182,2626,246,201806
2018/3/23,SPF,-,-,-,-,0,2648.25,0,201906
2018/3/26,SPF,2607,2619,-7,-0.27%,124,2619,258,201806
2018/3/26,SPF,-,-,-,-,0,2641.25,0,201906
2018/3/27,SPF,2667,2671.5,52.5,2.00%,44,2671.5,231,201806
2018/3/27,SPF,-,-,-,-,0,2693.75,0,201906
2018/3/28,SPF,2618.5,2606.25,-65.25,-2.44%,112,2606.25,240,201806
2018/3/28,SPF,-,-,-,-,0,2628.5,0,201906
2018/3/29,SPF,2612.25,2606.5,0.25,0.01%,74,2606.5,212,201806
2018/3/29,SPF,-,-,-,-,0,2628.75,0,201906
2018/3/30,SPF,2640,2639,32.5,1.25%,2,2639,221,201806
2018/3/30,SPF,-,-,-,-,0,2661.25,1,201906
2018/3/31,SPF,-,-,-,-,0,2644.25,221,201806
2018/3/31,SPF,-,-,-,-,0,2666.5,1,201906
2018/4/2,SPF,2636.25,2637.25,-7,-0.26%,60,2637.25,208,201806
2018/4/2,SPF,-,-,-,-,0,2659.5,1,201906
2018/4/3,SPF,2584.5,2580.75,-56.5,-2.14%,89,2580.75,155,201806
2018/4/3,SPF,-,-,-,-,0,2603,1,201906
2018/4/9,SPF,2618.75,2620.5,39.75,1.54%,92,2620.5,194,201806
2018/4/9,SPF,-,-,-,-,0,2642.75,1,201906
2018/4/10,SPF,2655.75,2649.5,29,1.11%,608,2649.5,166,201806
2018/4/10,SPF,-,-,-,-,0,2671.75,1,201906
2018/4/11,SPF,2641.5,2642,-7.5,-0.28%,34,2642,176,201806
2018/4/11,SPF,-,-,-,-,0,2664.25,1,201906
2018/4/12,SPF,2650,2646,4,0.15%,19,2646,194,201806
2018/4/12,SPF,-,-,-,-,0,2668.25,1,201906
2018/4/13,SPF,2656.5,2660.75,14.75,0.56%,21,2660.75,231,201806
2018/4/13,SPF,-,-,-,-,0,2683,2,201906
2018/4/16,SPF,2672,2669.25,8.5,0.32%,74,2669.25,263,201806
2018/4/16,SPF,-,-,-,-,0,2691.5,2,201906
2018/4/17,SPF,2684.75,2691,21.75,0.81%,66,2691,319,201806
2018/4/17,SPF,-,-,-,-,0,2713.25,2,201906
2018/4/18,SPF,2712.25,2713.25,22.25,0.83%,58,2713.25,339,201806
2018/4/18,SPF,-,-,-,-,0,2735.5,3,201906
2018/4/19,SPF,2712.75,2711,-2.25,-0.08%,19,2711,311,201806
2018/4/19,SPF,-,-,-,-,0,2733.25,3,201906
2018/4/20,SPF,2690.75,2693.5,-17.5,-0.65%,14,2693.5,295,201806
2018/4/20,SPF,-,-,-,-,0,2715.75,3,201906
2018/4/23,SPF,2676.25,2678.75,-14.75,-0.55%,9,2678.75,277,201806
2018/4/23,SPF,-,-,-,-,0,2701,3,201906
2018/4/24,SPF,2674.75,2677,-1.75,-0.07%,22,2677,279,201806
2018/4/24,SPF,-,-,-,-,0,2699.25,3,201906
2018/4/25,SPF,2639.75,2630,-47,-1.76%,34,2630,284,201806
2018/4/25,SPF,-,-,-,-,0,2652.25,3,201906
2018/4/26,SPF,2653,2645.75,15.75,0.60%,56,2645.75,306,201806
2018/4/26,SPF,-,-,-,-,0,2668,3,201906
2018/4/27,SPF,2669.5,2669.5,23.75,0.90%,21,2669.5,337,201806
2018/4/27,SPF,-,-,-,-,0,2691.75,3,201906
2018/4/30,SPF,2673,2679.75,10.25,0.38%,9,2679.75,343,201806
2018/4/30,SPF,-,-,-,-,0,2702,3,201906
2018/5/2,SPF,2649,2650,-29.75,-1.11%,24,2650,318,201806
2018/5/2,SPF,-,-,-,-,0,2672.25,3,201906
2018/5/3,SPF,2629,2627,-23,-0.87%,65,2627,329,201806
2018/5/3,SPF,-,-,-,-,0,2649.25,3,201906
2018/5/4,SPF,2628.5,2631.25,4.25,0.16%,35,2631.25,328,201806
2018/5/4,SPF,-,-,-,-,0,2653.5,3,201906
2018/5/7,SPF,2668,2672,40.75,1.55%,48,2672,359,201806
2018/5/7,SPF,-,-,-,-,0,2694.25,3,201906
2018/5/8,SPF,2667.25,2669.25,-2.75,-0.10%,19,2669.25,389,201806
2018/5/8,SPF,-,-,-,-,0,2691.5,3,201906
2018/5/9,SPF,2670,2670.75,1.5,0.06%,12,2670.75,400,201806
2018/5/9,SPF,-,-,-,-,0,2693,3,201906
2018/5/10,SPF,2695.75,2702,31.25,1.17%,64,2702,439,201806
2018/5/10,SPF,-,-,-,-,0,2724.25,3,201906
2018/5/11,SPF,2721.25,2722,20,0.74%,100,2722,485,201806
2018/5/11,SPF,-,-,-,-,0,2744.25,3,201906
2018/5/14,SPF,2739,2741,19,0.70%,27,2741,507,201806
2018/5/14,SPF,-,-,-,-,0,2763.25,3,201906
2018/5/15,SPF,2729.25,2725,-16,-0.58%,13,2725,432,201806
2018/5/15,SPF,-,-,-,-,0,2747.25,3,201906
2018/5/16,SPF,2710.5,2710,-15,-0.55%,51,2710,384,201806
2018/5/16,SPF,-,-,-,-,0,2732.25,3,201906
2018/5/17,SPF,2724,2722.5,12.5,0.46%,11,2722.5,387,201806
2018/5/17,SPF,-,-,-,-,0,2744.75,3,201906
2018/5/18,SPF,2723.5,2725,2.5,0.09%,32,2725,418,201806
2018/5/18,SPF,-,-,-,-,0,2747.25,3,201906
2018/5/21,SPF,2730,2729.75,4.75,0.17%,22,2729.75,400,201806
2018/5/21,SPF,-,-,-,-,0,2752,3,201906
2018/5/22,SPF,2730.5,2735,5.25,0.19%,9,2735,410,201806
2018/5/22,SPF,-,-,-,-,0,2757.25,3,201906
2018/5/23,SPF,2725.25,2719.75,-15.25,-0.56%,60,2719.75,423,201806
2018/5/23,SPF,-,-,-,-,0,2742,3,201906
2018/5/24,SPF,2726.25,2727,7.25,0.27%,11,2727,443,201806
2018/5/24,SPF,-,-,-,-,0,2749.25,3,201906
2018/5/25,SPF,2730.5,2734.75,7.75,0.28%,122,2734.75,485,201806
2018/5/25,SPF,-,-,-,-,0,2757,3,201906
2018/5/28,SPF,2728.75,2728,-6.75,-0.25%,9,2728,423,201806
2018/5/28,SPF,-,-,-,-,0,2750.25,3,201906
2018/5/29,SPF,2720,2716,-12,-0.44%,29,2716,410,201806
2018/5/29,SPF,-,-,-,-,0,2738.25,3,201906
2018/5/30,SPF,2687.75,2692.5,-23.5,-0.87%,12,2692.5,410,201806
2018/5/30,SPF,-,-,-,-,0,2714.75,3,201906
2018/5/31,SPF,2721.75,2724,31.5,1.17%,11,2724,418,201806
2018/5/31,SPF,-,-,-,-,0,2746.25,4,201906
2018/6/1,SPF,2711.25,2708.5,-15.5,-0.57%,21,2708.5,367,201806
2018/6/1,SPF,-,-,-,-,0,2730.75,4,201906
2018/6/4,SPF,2736,2737,28.5,1.05%,40,2737,434,201806
2018/6/4,SPF,-,-,-,-,0,2759.25,4,201906
2018/6/5,SPF,2742,2744,7,0.26%,13,2744,451,201806
2018/6/5,SPF,-,-,-,-,0,2766.25,4,201906
2018/6/6,SPF,2753,2756.5,12.5,0.46%,20,2756.5,447,201806
2018/6/6,SPF,-,-,-,-,0,2778.75,4,201906
2018/6/7,SPF,2772,2774.5,18,0.65%,45,2774.5,402,201806
2018/6/7,SPF,-,-,-,-,0,2796.75,4,201906
2018/6/8,SPF,2773.5,2768.5,-6,-0.22%,18,2768.5,367,201806
2018/6/8,SPF,-,-,-,-,0,2790.75,4,201906
2018/6/11,SPF,2776.75,2776.5,8,0.29%,7,2776.5,349,201806
2018/6/11,SPF,-,-,-,-,0,2798.75,5,201906
2018/6/12,SPF,2781.75,2783.5,7,0.25%,11,2783.5,344,201806
2018/6/12,SPF,-,-,-,-,0,2805.75,5,201906
2018/6/13,SPF,2789,2789.5,6,0.22%,13,2789.5,329,201806
2018/6/13,SPF,-,-,-,-,0,2811.75,5,201906
2018/6/14,SPF,2777.25,2771.75,-17.75,-0.64%,72,2771.75,323,201806
2018/6/14,SPF,-,-,-,-,0,2794,5,201906
2018/6/15,SPF,2780,2782.75,11,0.40%,36,2782.75,299,201806
2018/6/15,SPF,-,-,-,-,0,2805,5,201906
2018/6/19,SPF,-,-,-,-,0,2772,5,201906
2018/6/20,SPF,-,-,-,-,0,2790.5,5,201906
2018/6/21,SPF,-,-,-,-,0,2799,5,201906
2018/6/22,SPF,-,-,-,-,0,2776.75,5,201906
2018/6/25,SPF,-,-,-,-,0,2760.5,5,201906
2018/6/26,SPF,-,-,-,-,0,2742.5,5,201906
2018/6/27,SPF,-,-,-,-,0,2744,5,201906
2018/6/28,SPF,-,-,-,-,0,2726,5,201906
2018/6/29,SPF,-,-,-,-,0,2743.25,5,201906
2018/7/2,SPF,-,-,-,-,0,2726.25,5,201906
2018/7/3,SPF,-,-,-,-,0,2746,5,201906
2018/7/4,SPF,-,-,-,-,0,2734.25,5,201906
2018/7/5,SPF,-,-,-,-,0,2732,5,201906
2018/7/6,SPF,-,-,-,-,0,2763,5,201906
2018/7/9,SPF,-,-,-,-,0,2790.25,5,201906
2018/7/10,SPF,-,-,-,-,0,2808.25,5,201906
2018/7/11,SPF,-,-,-,-,0,2795.25,5,201906
2018/7/12,SPF,-,-,-,-,0,2801,5,201906
2018/7/13,SPF,-,-,-,-,0,2823,5,201906
2018/7/16,SPF,-,-,-,-,0,2821.25,5,201906
2018/7/17,SPF,-,-,-,-,0,2812.5,5,201906
2018/7/18,SPF,-,-,-,-,0,2829,5,201906
2018/7/19,SPF,-,-,-,-,0,2831,5,201906
2018/7/20,SPF,-,-,-,-,0,2819,5,201906
2018/7/23,SPF,-,-,-,-,0,2815,5,201906
2018/7/24,SPF,-,-,-,-,0,2835.5,5,201906
2018/7/25,SPF,-,-,-,-,0,2832,5,201906
2018/7/26,SPF,-,-,-,-,0,2850.75,5,201906
2018/7/27,SPF,-,-,-,-,0,2861,5,201906
2018/7/30,SPF,-,-,-,-,0,2826.75,5,201906
2018/7/31,SPF,-,-,-,-,0,2824.25,5,201906
2018/8/1,SPF,-,-,-,-,0,2833.5,5,201906
2018/8/2,SPF,-,-,-,-,0,2823.75,5,201906
2018/8/3,SPF,-,-,-,-,0,2844.75,5,201906
2018/8/6,SPF,-,-,-,-,0,2860,5,201906
2018/8/7,SPF,-,-,-,-,0,2869,5,201906
2018/8/8,SPF,-,-,-,-,0,2877,5,201906
2018/8/9,SPF,-,-,-,-,0,2874.5,5,201906
2018/8/10,SPF,-,-,-,-,0,2861.5,5,201906
2018/8/13,SPF,-,-,-,-,0,2844,5,201906
2018/8/14,SPF,-,-,-,-,0,2848,5,201906
2018/8/15,SPF,-,-,-,-,0,2853.25,5,201906
2018/8/16,SPF,-,-,-,-,0,2847.25,5,201906
2018/8/17,SPF,-,-,-,-,0,2861,5,201906
2018/8/20,SPF,-,-,-,-,0,2868.5,5,201906
2018/8/21,SPF,-,-,-,-,0,2875.5,5,201906
2018/8/22,SPF,-,-,-,-,0,2871.75,5,201906
2018/8/23,SPF,-,-,-,-,0,2876.75,5,201906
2018/8/24,SPF,-,-,-,-,0,2880.5,5,201906
2018/8/27,SPF,-,-,-,-,0,2901,5,201906
2018/8/28,SPF,-,-,-,-,0,2915.25,5,201906
2018/8/29,SPF,-,-,-,-,0,2921.5,5,201906
2018/8/30,SPF,-,-,-,-,0,2927.5,5,201906
2018/8/31,SPF,-,-,-,-,0,2919.25,5,201906
2018/9/3,SPF,-,-,-,-,0,2920.5,5,201906
2018/9/4,SPF,-,-,-,-,0,2926,5,201906
